Baseline,Tier,Parent,KPI,Grp_Comb,Num,Den,A0,Contribution,Parent,Child Ttl,QA Check,Parent Category,Parent Node,Child Category,Child Node,,,Category,Recommended Parent,Recommended Grp_Comb
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/DAL,7356,10245,71.80%,0.19%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/DAL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/DAB,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/DAY,5765,7780,74.10%,0.15%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/DAY,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/DAL,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/DCA,28407,51545,55.11%,0.74%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/DCA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/DAY,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/DEN,38473,64242,59.89%,1.00%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/DEN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/DCA,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/DFW,38869,64954,59.84%,1.01%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/DFW,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/DEN,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/DSM,5025,6869,73.15%,0.13%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/DSM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/DFW,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/DTW,233362,331229,70.45%,6.05%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/DTW,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/DSM,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/ECP,9085,13013,69.81%,0.24%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/ECP,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/DTW,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/EGE,605,1039,58.23%,0.02%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/EGE,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/ECP,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/ELP,2470,3969,62.23%,0.06%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/ELP,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/EGE,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/EWR,19922,36262,54.94%,0.52%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/EWR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/ELP,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/EYW,5320,8151,65.27%,0.14%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/EYW,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/EWR,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/FAI,2448,3899,62.79%,0.06%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/FAI,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/EYW,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/FAR,2528,3844,65.76%,0.07%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/FAR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/FAI,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/FCA,3225,4802,67.16%,0.08%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/FCA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/FAR,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/FLL,38781,68799,56.37%,1.01%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/FLL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/FCA,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/FSD,2442,4066,60.06%,0.06%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/FSD,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/FLL,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/GEG,9340,14348,65.10%,0.24%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/GEG,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/FSD,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/GNV,6569,8699,75.51%,0.17%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/GNV,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/GEG,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/GPT,5287,7171,73.73%,0.14%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/GPT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/GNV,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/GRB,1933,3144,61.48%,0.05%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/GRB,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/GPT,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/GRR,7499,11077,67.70%,0.19%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/GRR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/GRB,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/GSO,10777,15070,71.51%,0.28%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/GSO,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/GRR,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/GSP,12261,17501,70.06%,0.32%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/GSP,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/GSO,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/HDN,309,716,43.16%,0.01%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/HDN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/GSP,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/HNL,12486,20382,61.26%,0.32%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/HNL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/HDN,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/HOU,5264,7899,66.64%,0.14%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/HOU,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/HNL,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/HPN,2454,3975,61.74%,0.06%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/HPN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/HOU,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/HRL,686,927,74.00%,0.02%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/HRL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/HPN,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/HSV,8862,12136,73.02%,0.23%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/HSV,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/HRL,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/IAD,9406,16317,57.65%,0.24%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/IAD,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/HSV,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/IAH,28984,45648,63.49%,0.75%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/IAH,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/IAD,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/ICT,4970,6571,75.64%,0.13%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/ICT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/IAH,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/IDA,1132,1802,62.82%,0.03%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/IDA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/ICT,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/ILM,4831,6692,72.19%,0.13%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/ILM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/IDA,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/IND,17859,25117,71.10%,0.46%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/IND,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/ILM,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/JAC,3468,5281,65.67%,0.09%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/JAC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/IND,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/JAN,8221,11202,73.39%,0.21%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/JAN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/JAC,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/JAX,17692,28759,61.52%,0.46%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/JAX,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/JAN,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/JFK,115338,166931,69.09%,2.99%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/JFK,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/JAX,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/KOA,2954,4493,65.75%,0.08%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/KOA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/JFK,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/LAS,54515,86450,63.06%,1.41%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/LAS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/KOA,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/LAX,140206,204154,68.68%,3.64%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/LAX,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/LAS,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/LEX,8430,11194,75.31%,0.22%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/LEX,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/LAX,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/LGA,100315,161169,62.24%,2.60%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/LGA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/LEX,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/LGB,1802,2416,74.59%,0.05%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/LGB,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/LGA,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/LIH,2634,4028,65.39%,0.07%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/LIH,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/LGB,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/LIT,9301,12485,74.50%,0.24%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/LIT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/LIH,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MCI,29455,44111,66.77%,0.76%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MCI,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/LIT,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MCO,65617,115276,56.92%,1.70%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MCO,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MCI,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MDT,3427,5300,64.66%,0.09%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MDT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MCO,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MDW,4899,7568,64.73%,0.13%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MDW,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MDT,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MEM,15957,23478,67.97%,0.41%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MEM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MDW,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MIA,34819,62455,55.75%,0.90%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MIA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MEM,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MKE,14880,21381,69.59%,0.39%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MKE,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MIA,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MLB,5739,7980,71.92%,0.15%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MLB,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MKE,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MOB,2975,4364,68.17%,0.08%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MOB,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MLB,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MSN,6486,9595,67.60%,0.17%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MSN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MOB,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MSO,3266,5100,64.04%,0.08%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MSO,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MSN,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MSP,253804,360677,70.37%,6.58%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MSP,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MSO,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MSY,28383,40909,69.38%,0.74%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MSY,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MSP,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MTJ,290,504,57.54%,0.01%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MTJ,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MSY,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/MYR,8207,12133,67.64%,0.21%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/MYR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MTJ,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/OGG,4755,6592,72.13%,0.12%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/OGG,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/MYR,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/OKC,6479,9407,68.87%,0.17%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/OKC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/OGG,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/OMA,6280,9486,66.20%,0.16%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/OMA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/OKC,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/ONT,6705,10421,64.34%,0.17%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/ONT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/OMA,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/ORD,30516,58576,52.10%,0.79%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/ORD,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/ONT,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/ORF,10695,18091,59.12%,0.28%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/ORF,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/ORD,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/PBI,22121,38664,57.21%,0.57%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/PBI,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/ORF,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/PDX,27845,40823,68.21%,0.72%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/PDX,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/PBI,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/PHL,21113,35096,60.16%,0.55%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/PHL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/PDX,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/PHX,35243,58880,59.86%,0.91%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/PHX,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/PHL,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/PIT,11860,17942,66.10%,0.31%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/PIT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/PHX,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/PNS,10567,15515,68.11%,0.27%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/PNS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/PIT,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/PSC,2164,3439,62.93%,0.06%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/PSC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/PNS,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/PSP,2560,4046,63.27%,0.07%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/PSP,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/PSC,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/PVD,4020,6973,57.65%,0.10%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/PVD,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/PSP,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/PWM,4729,7077,66.82%,0.12%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/PWM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/PVD,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/RDU,45180,66663,67.77%,1.17%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/RDU,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/PWM,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/RIC,10292,16058,64.09%,0.27%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/RIC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/RDU,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/RNO,4144,6290,65.88%,0.11%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/RNO,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/RIC,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/ROA,1437,1999,71.89%,0.04%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/ROA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/RNO,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/ROC,3304,5982,55.23%,0.09%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/ROC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/ROA,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/RSW,25160,40210,62.57%,0.65%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/RSW,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/ROC,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/SAN,31627,53141,59.52%,0.82%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/SAN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/RSW,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/SAT,25101,37838,66.34%,0.65%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/SAT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/SAN,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/SAV,14157,20109,70.40%,0.37%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/SAV,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/SAT,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/SBA,1489,2620,56.83%,0.04%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/SBA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/SAV,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/SDF,10633,14733,72.17%,0.28%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/SDF,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/SBA,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/SEA,122070,178085,68.55%,3.16%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/SEA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/SDF,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/SFO,41383,75927,54.50%,1.07%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/SFO,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/SEA,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/SGF,1796,2792,64.33%,0.05%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/SGF,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/SFO,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/SJC,9789,14452,67.73%,0.25%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/SJC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/SGF,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/SJU,10936,19539,55.97%,0.28%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/SJU,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/SJC,,,,
